Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
4,1990,14,Chhattisgarh,Bilaspur,19286,71.16,23.29,17.95,6340,23.39,7.66,5.9,1476,5.45,1.78,1.37,27102,32.72,25.23
4,1991,14,Chhattisgarh,Bilaspur,20564,67.48,24.9,19.67,7753,25.44,9.39,7.42,2155,7.07,2.61,2.06,30472,36.9,29.15
4,1992,14,Chhattisgarh,Bilaspur,23281,67.16,28.2,22.68,8751,25.25,10.6,8.53,2631,7.59,3.19,2.56,34663,41.98,33.77
4,1993,14,Chhattisgarh,Bilaspur,25397,78.45,30.59,23.75,5899,18.22,7.11,5.52,1077,3.33,1.3,1.01,32373,38.99,30.27
4,1994,14,Chhattisgarh,Bilaspur,31389,79.32,37.92,28.91,7192,18.17,8.69,6.62,992,2.51,1.2,0.91,39573,47.81,36.45
4,1995,14,Chhattisgarh,Bilaspur,31389,79.32,37.84,30.59,7192,18.17,8.67,7.01,992,2.51,1.2,0.97,39573,47.7,38.57
4,1996,14,Chhattisgarh,Bilaspur,31389,79.32,37.92,29.28,7192,18.17,8.69,6.71,992,2.51,1.2,0.93,39573,47.8,36.92
4,1997,14,Chhattisgarh,Bilaspur,35067,75.07,42.5,34.48,9615,20.58,11.65,9.45,2029,4.34,2.46,2,46711,56.61,45.93
4,1998,14,Chhattisgarh,Bilaspur,41120,78.01,50.05,40.85,10152,19.26,12.36,10.09,1442,2.74,1.76,1.43,52714,64.16,52.37
4,1999,14,Chhattisgarh,Bilaspur,43567,72.5,52.87,42.07,13273,22.09,16.11,12.82,3254,5.42,3.95,3.14,60094,72.93,58.03
4,2000,14,Chhattisgarh,Bilaspur,36684,68.82,45.27,39.16,13876,26.03,17.13,14.81,2742,5.14,3.38,2.93,53302,65.78,56.89
4,2001,14,Chhattisgarh,Bilaspur,47381,70.5,57.81,48.54,16418,24.43,20.03,16.82,3412,5.08,4.16,3.5,67212,82.01,68.86
4,2002,14,Chhattisgarh,Bilaspur,44865,69.07,55.31,46.82,16255,25.02,20.04,16.96,3837,5.91,4.73,4,64958,80.07,67.78
4,2003,14,Chhattisgarh,Bilaspur,48851,75.55,59.81,48.86,11726,18.14,14.36,11.73,4082,6.31,5,4.08,64660,79.17,64.67
4,2004,14,Chhattisgarh,Bilaspur,61764,69.76,75.77,61.98,20201,22.82,24.78,20.27,6572,7.42,8.06,6.59,88537,108.61,88.84
4,2005,14,Chhattisgarh,Bilaspur,55417,73.55,68.16,55.38,14434,19.16,17.75,14.42,5494,7.29,6.76,5.49,75345,92.67,75.3
4,2006,14,Chhattisgarh,Bilaspur,60336,71.07,74.2,59.38,17875,21.06,21.98,17.59,6684,7.87,8.22,6.58,84895,104.41,83.55
4,2007,14,Chhattisgarh,Bilaspur,56764,74.04,69.89,56.86,14927,19.47,18.38,14.95,4979,6.49,6.13,4.99,76670,94.4,76.8
4,2008,14,Chhattisgarh,Bilaspur,51999,65.42,64.27,50.76,20056,25.23,24.79,19.58,7429,9.35,9.18,7.25,79484,98.25,77.6
4,2009,14,Chhattisgarh,Bilaspur,59188,64.33,73.53,60.68,25473,27.69,31.64,26.12,7339,7.98,9.12,7.52,92000,114.29,94.33
4,2010,14,Chhattisgarh,Bilaspur,60950,62.13,75.56,60.61,28184,28.73,34.94,28.03,8970,9.14,11.12,8.92,98104,121.62,97.55
4,2011,14,Chhattisgarh,Bilaspur,79347,67.09,98.63,76.9,29934,25.31,37.21,29.01,8989,7.6,11.17,8.71,118270,147.01,114.63
4,2012,14,Chhattisgarh,Bilaspur,76076,68.78,94.8,73.98,28892,26.12,36,28.1,5641,5.1,7.03,5.49,110609,137.83,107.56
4,2013,14,Chhattisgarh,Bilaspur,74396,70.4,92.64,73.89,25750,24.37,32.06,25.57,5532,5.24,6.89,5.49,105678,131.59,104.96
4,2014,14,Chhattisgarh,Bilaspur,77950,68.95,96.94,77.5,28868,25.54,35.9,28.7,6234,5.51,7.75,6.2,113052,140.59,112.41
4,2015,14,Chhattisgarh,Bilaspur,75540,65.29,94.25,74.9,32253,27.88,40.24,31.98,7910,6.84,9.87,7.84,115703,144.36,114.72
4,2016,14,Chhattisgarh,Bilaspur,83154,64.18,105.05,85.48,37732,29.12,47.67,38.79,8671,6.69,10.95,8.91,129557,163.68,133.17
4,2017,14,Chhattisgarh,Bilaspur,72926,66.57,-1,-1,29713,27.12,-1,-1,6915,6.31,-1,-1,109554,-1,-1
5,1966,14,Chhattisgarh,Raigarh,581,72,1.17,1.11,225,27.88,0.45,0.43,1,0.12,0,0,807,1.63,1.54
5,1967,14,Chhattisgarh,Raigarh,313,66.74,0.63,0.59,155,33.05,0.31,0.29,1,0.21,0,0,469,0.94,0.88
5,1968,14,Chhattisgarh,Raigarh,653,69.25,1.29,1.21,263,27.89,0.52,0.49,27,2.86,0.05,0.05,943,1.87,1.75
5,1969,14,Chhattisgarh,Raigarh,798,58.04,1.58,1.48,557,40.51,1.1,1.04,20,1.45,0.04,0.04,1375,2.72,2.56
5,1970,14,Chhattisgarh,Raigarh,1482,62.45,2.93,2.74,848,35.74,1.68,1.57,43,1.81,0.09,0.08,2373,4.7,4.39
5,1971,14,Chhattisgarh,Raigarh,1694,61.89,3.35,3.13,992,36.24,1.96,1.83,51,1.86,0.1,0.09,2737,5.41,5.05
5,1972,14,Chhattisgarh,Raigarh,2554,68.11,5.04,4.71,1056,28.16,2.08,1.95,140,3.73,0.28,0.26,3750,7.4,6.92
5,1973,14,Chhattisgarh,Raigarh,1690,60.31,3.33,3.09,963,34.37,1.9,1.76,149,5.32,0.29,0.27,2802,5.52,5.12
5,1974,14,Chhattisgarh,Raigarh,791,65.05,1.56,1.46,342,28.13,0.67,0.63,83,6.83,0.16,0.15,1216,2.4,2.24
5,1975,14,Chhattisgarh,Raigarh,1573,69.57,3.08,2.86,560,24.77,1.1,1.02,128,5.66,0.25,0.23,2261,4.43,4.11
5,1976,14,Chhattisgarh,Raigarh,1858,66.45,3.64,3.42,850,30.4,1.66,1.57,88,3.15,0.17,0.16,2796,5.47,5.15
5,1977,14,Chhattisgarh,Raigarh,2182,62.7,4.24,3.95,1154,33.16,2.24,2.09,144,4.14,0.28,0.26,3480,6.76,6.3
5,1978,14,Chhattisgarh,Raigarh,2964,66.25,5.73,5.35,1331,29.75,2.57,2.4,179,4,0.35,0.32,4474,8.65,8.08
5,1979,14,Chhattisgarh,Raigarh,2021,51.52,3.93,3.74,1644,41.91,3.2,3.05,258,6.58,0.5,0.48,3923,7.64,7.27
5,1980,14,Chhattisgarh,Raigarh,2477,61.01,4.78,4.48,1181,29.09,2.28,2.13,402,9.9,0.78,0.73,4060,7.83,7.34
5,1981,14,Chhattisgarh,Raigarh,3671,60.63,7.01,6.55,2147,35.46,4.1,3.83,237,3.91,0.45,0.42,6055,11.56,10.81
5,1982,14,Chhattisgarh,Raigarh,4431,66.36,8.43,7.97,2014,30.16,3.83,3.62,232,3.47,0.44,0.42,6677,12.7,12.02
5,1983,14,Chhattisgarh,Raigarh,4950,72.07,9.35,8.76,1678,24.43,3.17,2.97,240,3.49,0.45,0.42,6868,12.97,12.16
5,1984,14,Chhattisgarh,Raigarh,4337,65.55,8.16,7.68,1975,29.85,3.72,3.5,304,4.59,0.57,0.54,6616,12.45,11.71
5,1985,14,Chhattisgarh,Raigarh,6263,69.31,11.7,10.96,2310,25.56,4.31,4.04,463,5.12,0.86,0.81,9036,16.88,15.81
5,1986,14,Chhattisgarh,Raigarh,6876,65.78,12.64,11.88,2986,28.57,5.49,5.16,591,5.65,1.09,1.02,10453,19.22,18.07
5,1987,14,Chhattisgarh,Raigarh,8222,70.98,15.12,14.16,2677,23.11,4.92,4.61,685,5.91,1.26,1.18,11584,21.3,19.94
5,1988,14,Chhattisgarh,Raigarh,9634,64.72,17.61,16.57,4314,28.98,7.89,7.42,937,6.29,1.71,1.61,14885,27.21,25.6
5,1989,14,Chhattisgarh,Raigarh,11747,62.88,21.56,20.26,5688,30.44,10.44,9.81,1248,6.68,2.29,2.15,18683,34.29,32.22
5,1990,14,Chhattisgarh,Raigarh,11176,70.32,20.48,19.17,3409,21.45,6.25,5.85,1309,8.24,2.4,2.25,15894,29.12,27.26
5,1991,14,Chhattisgarh,Raigarh,11333,65.17,20.75,19.49,4614,26.53,8.45,7.93,1443,8.3,2.64,2.48,17390,31.84,29.9
5,1992,14,Chhattisgarh,Raigarh,13721,66.39,25.22,23.77,5589,27.04,10.27,9.68,1356,6.56,2.49,2.35,20666,37.98,35.8
5,1993,14,Chhattisgarh,Raigarh,12459,70.96,22.84,21.43,4044,23.03,7.41,6.95,1055,6.01,1.93,1.81,17558,32.19,30.19
5,1994,14,Chhattisgarh,Raigarh,14929,74.36,27.57,25.87,4241,21.12,7.83,7.35,908,4.52,1.68,1.57,20078,37.07,34.79
5,1995,14,Chhattisgarh,Raigarh,14929,74.36,27.63,25.95,4241,21.12,7.85,7.37,908,4.52,1.68,1.58,20078,37.16,34.9
5,1996,14,Chhattisgarh,Raigarh,14929,74.36,27.65,26.05,4241,21.12,7.85,7.4,908,4.52,1.68,1.58,20078,37.19,35.04
5,1997,14,Chhattisgarh,Raigarh,13341,68.56,24.79,23.32,4839,24.87,8.99,8.46,1278,6.57,2.37,2.23,19458,36.16,34.01
5,1998,14,Chhattisgarh,Raigarh,15974,71.62,29.76,28.4,5284,23.69,9.85,9.39,1045,4.69,1.95,1.86,22303,41.56,39.65
5,1999,14,Chhattisgarh,Raigarh,14690,61.6,27.5,25.81,7203,30.2,13.48,12.65,1956,8.2,3.66,3.44,23849,44.64,41.9
5,2000,14,Chhattisgarh,Raigarh,12035,55.37,22.57,21.3,7873,36.22,14.77,13.93,1826,8.4,3.42,3.23,21734,40.76,38.46
5,2001,14,Chhattisgarh,Raigarh,15844,64.36,29.77,27.88,7407,30.09,13.92,13.04,1365,5.55,2.56,2.4,24616,46.25,43.32
5,2002,14,Chhattisgarh,Raigarh,15304,68.68,28.75,26.77,5787,25.97,10.87,10.12,1193,5.35,2.24,2.09,22284,41.86,38.98
5,2003,14,Chhattisgarh,Raigarh,16907,67.53,31.78,28.92,6888,27.51,12.95,11.78,1241,4.96,2.33,2.12,25036,47.07,42.83
5,2004,14,Chhattisgarh,Raigarh,21776,69.33,41.17,37.85,7486,23.83,14.15,13.01,2148,6.84,4.06,3.73,31410,59.39,54.6
5,2005,14,Chhattisgarh,Raigarh,23120,65.32,43.95,40.27,9291,26.25,17.66,16.18,2982,8.43,5.67,5.19,35393,67.27,61.65
5,2006,14,Chhattisgarh,Raigarh,21975,65.25,41.78,38.27,8460,25.12,16.08,14.73,3245,9.63,6.17,5.65,33680,64.03,58.66
5,2007,14,Chhattisgarh,Raigarh,23067,65.5,43.93,40.2,9135,25.94,17.4,15.92,3014,8.56,5.74,5.25,35216,67.07,61.38
5,2008,14,Chhattisgarh,Raigarh,28705,63.76,54.81,50.23,11004,24.44,21.01,19.26,5309,11.79,10.14,9.29,45018,85.95,78.78
5,2009,14,Chhattisgarh,Raigarh,30471,62.66,58.63,53.97,13966,28.72,26.87,24.73,4195,8.63,8.07,7.43,48632,93.57,86.13
5,2010,14,Chhattisgarh,Raigarh,24194,56.79,46.86,43.07,13785,32.36,26.7,24.54,4622,10.85,8.95,8.23,42601,82.52,75.83
5,2011,14,Chhattisgarh,Raigarh,30099,64.95,58.5,53.82,14000,30.21,27.21,25.03,2241,4.84,4.36,4.01,46340,90.07,82.86
5,2012,14,Chhattisgarh,Raigarh,25807,66.99,50.2,46.25,10948,28.42,21.3,19.62,1767,4.59,3.44,3.17,38522,74.93,69.04
5,2013,14,Chhattisgarh,Raigarh,25812,65.37,50.49,46.42,11328,28.69,22.16,20.37,2344,5.94,4.58,4.22,39484,77.23,71.01
5,2014,14,Chhattisgarh,Raigarh,27928,63.92,56.19,51.39,11565,26.47,23.27,21.28,4197,9.61,8.44,7.72,43690,87.9,80.39
5,2015,14,Chhattisgarh,Raigarh,31033,63.22,62.17,57.02,14398,29.33,28.85,26.45,3660,7.46,7.33,6.72,49091,98.35,90.19
5,2016,14,Chhattisgarh,Raigarh,26660,53.27,52.09,47.84,17716,35.4,34.61,31.79,5672,11.33,11.08,10.18,50048,97.78,89.81
5,2017,14,Chhattisgarh,Raigarh,31282,64.35,-1,-1,13620,28.02,-1,-1,3707,7.63,-1,-1,48609,-1,-1
6,1966,14,Chhattisgarh,Surguja,69,73.4,0.14,0.13,25,26.6,0.05,0.05,0,0,0,0,94,0.19,0.17
6,1967,14,Chhattisgarh,Surguja,79,66.39,0.16,0.14,40,33.61,0.08,0.07,0,0,0,0,119,0.23,0.21
6,1968,14,Chhattisgarh,Surguja,130,36.11,0.25,0.22,169,46.94,0.32,0.29,61,16.94,0.12,0.11,360,0.69,0.62
6,1969,14,Chhattisgarh,Surguja,202,53.16,0.38,0.34,114,30,0.22,0.19,64,16.84,0.12,0.11,380,0.72,0.65
6,1970,14,Chhattisgarh,Surguja,259,62.26,0.49,0.43,107,25.72,0.2,0.18,50,12.02,0.09,0.08,416,0.78,0.7
6,1971,14,Chhattisgarh,Surguja,488,60.62,0.91,0.81,224,27.83,0.42,0.37,93,11.55,0.17,0.15,805,1.5,1.33
6,1972,14,Chhattisgarh,Surguja,764,60.59,1.41,1.25,372,29.5,0.69,0.61,125,9.91,0.23,0.2,1261,2.33,2.06
6,1973,14,Chhattisgarh,Surguja,752,53.95,1.37,1.21,497,35.65,0.91,0.8,145,10.4,0.26,0.23,1394,2.54,2.23
6,1974,14,Chhattisgarh,Surguja,541,55.72,0.99,0.87,346,35.63,0.63,0.55,84,8.65,0.15,0.13,971,1.78,1.55
6,1975,14,Chhattisgarh,Surguja,729,53.76,1.33,1.15,527,38.86,0.96,0.83,100,7.37,0.18,0.16,1356,2.48,2.13
6,1976,14,Chhattisgarh,Surguja,676,45.71,1.24,1.13,648,43.81,1.19,1.08,155,10.48,0.28,0.26,1479,2.71,2.47
6,1977,14,Chhattisgarh,Surguja,806,50.72,1.44,1.27,642,40.4,1.14,1.01,141,8.87,0.25,0.22,1589,2.83,2.5
6,1978,14,Chhattisgarh,Surguja,684,47.93,1.2,1.05,616,43.17,1.08,0.95,127,8.9,0.22,0.2,1427,2.5,2.2
6,1979,14,Chhattisgarh,Surguja,494,47.64,0.93,0.84,487,46.96,0.92,0.83,56,5.4,0.11,0.09,1037,1.95,1.76
6,1980,14,Chhattisgarh,Surguja,927,50.38,1.68,1.49,740,40.22,1.34,1.19,173,9.4,0.31,0.28,1840,3.33,2.95
6,1981,14,Chhattisgarh,Surguja,961,50.58,1.73,1.55,781,41.11,1.4,1.26,158,8.32,0.28,0.26,1900,3.42,3.07
6,1982,14,Chhattisgarh,Surguja,944,51.44,1.66,1.48,768,41.85,1.35,1.2,123,6.7,0.22,0.19,1835,3.23,2.87
6,1983,14,Chhattisgarh,Surguja,1529,55.7,2.63,2.32,1055,38.43,1.81,1.6,161,5.87,0.28,0.24,2745,4.72,4.17
6,1984,14,Chhattisgarh,Surguja,1825,51.28,3.1,2.73,1516,42.6,2.57,2.27,218,6.13,0.37,0.33,3559,6.04,5.33
6,1985,14,Chhattisgarh,Surguja,2406,50.09,4.05,3.55,2171,45.2,3.66,3.2,226,4.71,0.38,0.33,4803,8.09,7.08
6,1986,14,Chhattisgarh,Surguja,2667,51.43,4.49,3.9,2195,42.33,3.7,3.21,324,6.25,0.55,0.47,5186,8.74,7.59
6,1987,14,Chhattisgarh,Surguja,2319,49.26,3.92,3.33,1996,42.4,3.38,2.87,393,8.35,0.66,0.56,4708,7.96,6.77
6,1988,14,Chhattisgarh,Surguja,3040,41.58,5.2,4.59,3683,50.37,6.3,5.56,589,8.06,1.01,0.89,7312,12.5,11.03
6,1989,14,Chhattisgarh,Surguja,3411,43.08,5.8,5.08,3893,49.17,6.62,5.79,614,7.75,1.04,0.91,7918,13.46,11.79
6,1990,14,Chhattisgarh,Surguja,3752,49.99,6.32,5.52,3445,45.9,5.8,5.06,309,4.12,0.52,0.45,7506,12.64,11.03
6,1991,14,Chhattisgarh,Surguja,4470,52.44,7.56,6.73,3406,39.96,5.76,5.12,648,7.6,1.1,0.98,8524,14.42,12.83
6,1992,14,Chhattisgarh,Surguja,4053,57.15,7,6.41,2487,35.07,4.29,3.93,552,7.78,0.95,0.87,7092,12.25,11.21
6,1993,14,Chhattisgarh,Surguja,3850,57.89,6.56,5.81,2353,35.38,4.01,3.55,448,6.74,0.76,0.68,6651,11.33,10.03
6,1994,14,Chhattisgarh,Surguja,6347,67.74,10.65,9.35,2620,27.96,4.4,3.86,402,4.29,0.67,0.59,9369,15.72,13.8
6,1995,14,Chhattisgarh,Surguja,6347,67.74,10.66,9.31,2620,27.96,4.4,3.84,402,4.29,0.68,0.59,9369,15.73,13.74
6,1996,14,Chhattisgarh,Surguja,6347,67.74,10.63,9.35,2620,27.96,4.39,3.86,402,4.29,0.67,0.59,9369,15.69,13.8
6,1997,14,Chhattisgarh,Surguja,5654,56.93,9.47,8.28,3661,36.86,6.13,5.36,616,6.2,1.03,0.9,9931,16.63,14.54
6,1998,14,Chhattisgarh,Surguja,6712,59.51,11.18,9.73,4103,36.38,6.83,5.95,463,4.11,0.77,0.67,11278,18.79,16.34
6,1999,14,Chhattisgarh,Surguja,6699,55.19,11.13,9.68,4529,37.31,7.53,6.54,910,7.5,1.51,1.31,12138,20.17,17.54
6,2000,14,Chhattisgarh,Surguja,9047,56.05,15.2,13.28,5888,36.48,9.9,8.64,1205,7.47,2.03,1.77,16140,27.12,23.69
6,2001,14,Chhattisgarh,Surguja,10833,63.47,18.14,15.78,5078,29.75,8.5,7.4,1157,6.78,1.94,1.69,17068,28.59,24.86
6,2002,14,Chhattisgarh,Surguja,9829,61.66,16.72,14.62,4905,30.77,8.34,7.3,1207,7.57,2.05,1.8,15941,27.12,23.71
6,2003,14,Chhattisgarh,Surguja,10555,66.98,17.84,15.46,4270,27.1,7.22,6.26,933,5.92,1.58,1.37,15758,26.63,23.09
6,2004,14,Chhattisgarh,Surguja,19804,67.75,33.78,29.37,7658,26.2,13.06,11.36,1767,6.05,3.01,2.62,29229,49.85,43.35
6,2005,14,Chhattisgarh,Surguja,17120,73.16,29.2,25.4,4783,20.44,8.16,7.1,1499,6.41,2.56,2.22,23402,39.92,34.73
6,2006,14,Chhattisgarh,Surguja,12305,62.17,20.89,18.18,6099,30.82,10.35,9.01,1387,7.01,2.35,2.05,19791,33.6,29.25
6,2007,14,Chhattisgarh,Surguja,15725,63.19,26.98,23.47,6950,27.93,11.92,10.37,2210,8.88,3.79,3.3,24885,42.69,37.15
6,2008,14,Chhattisgarh,Surguja,16910,54.91,29.07,25.38,10337,33.56,17.77,15.51,3551,11.53,6.11,5.33,30798,52.95,46.22
6,2009,14,Chhattisgarh,Surguja,20624,58.01,35.92,31.45,13320,37.47,23.2,20.31,1606,4.52,2.8,2.45,35550,61.91,54.22
6,2010,14,Chhattisgarh,Surguja,14897,52.98,26.25,23.01,10262,36.49,18.08,15.85,2961,10.53,5.22,4.57,28120,49.56,43.44
6,2011,14,Chhattisgarh,Surguja,13484,51.32,23.47,20.53,10318,39.27,17.96,15.71,2471,9.41,4.3,3.76,26273,45.74,39.99
6,2012,14,Chhattisgarh,Surguja,22160,62.71,38.81,33.88,11396,32.25,19.96,17.42,1782,5.04,3.12,2.72,35338,61.89,54.02
6,2013,14,Chhattisgarh,Surguja,25632,64.36,44.69,38.92,11078,27.82,19.31,16.82,3114,7.82,5.43,4.73,39824,69.43,60.46
6,2014,14,Chhattisgarh,Surguja,22005,56.15,38.11,33.22,11871,30.29,20.56,17.92,5317,13.57,9.21,8.03,39193,67.88,59.16
6,2015,14,Chhattisgarh,Surguja,28205,58.69,50.29,43.86,15297,31.83,27.28,23.79,4556,9.48,8.12,7.08,48058,85.69,74.73
6,2016,14,Chhattisgarh,Surguja,34865,58.09,61.76,53.66,19660,32.75,34.83,30.26,5498,9.16,9.74,8.46,60023,106.33,92.37
6,2017,14,Chhattisgarh,Surguja,21139,56.44,-1,-1,11878,31.71,-1,-1,4438,11.85,-1,-1,37455,-1,-1
7,1966,6,Madhya Pradesh,Jabalpur,175,65.54,0.41,0.37,84,31.46,0.2,0.18,8,3,0.02,0.02,267,0.62,0.56
7,1967,6,Madhya Pradesh,Jabalpur,181,80.44,0.4,0.34,36,16,0.08,0.07,8,3.56,0.02,0.02,225,0.5,0.43
7,1968,6,Madhya Pradesh,Jabalpur,385,62.3,0.84,0.73,183,29.61,0.4,0.35,50,8.09,0.11,0.1,618,1.35,1.17
7,1969,6,Madhya Pradesh,Jabalpur,298,59.24,0.64,0.55,148,29.42,0.32,0.27,57,11.33,0.12,0.11,503,1.08,0.93
7,1970,6,Madhya Pradesh,Jabalpur,481,57.6,1.02,0.88,286,34.25,0.61,0.52,68,8.14,0.14,0.12,835,1.77,1.53
7,1971,6,Madhya Pradesh,Jabalpur,992,59.8,2.11,1.78,560,33.76,1.19,1.01,107,6.45,0.23,0.19,1659,3.52,2.98
7,1972,6,Madhya Pradesh,Jabalpur,1558,56.92,3.34,2.83,1035,37.82,2.22,1.88,144,5.26,0.31,0.26,2737,5.87,4.98
7,1973,6,Madhya Pradesh,Jabalpur,1881,52.11,4.11,3.47,1506,41.72,3.29,2.78,223,6.18,0.49,0.41,3610,7.88,6.66
7,1974,6,Madhya Pradesh,Jabalpur,2103,54.68,4.66,4.06,1480,38.48,3.28,2.86,263,6.84,0.58,0.51,3846,8.53,7.42
7,1975,6,Madhya Pradesh,Jabalpur,1979,56.4,4.29,3.61,1361,38.79,2.95,2.48,169,4.82,0.37,0.31,3509,7.61,6.4
7,1976,6,Madhya Pradesh,Jabalpur,2404,56.72,5.41,4.68,1638,38.65,3.69,3.19,196,4.62,0.44,0.38,4238,9.55,8.25
7,1977,6,Madhya Pradesh,Jabalpur,3016,53.62,6.52,5.48,2316,41.17,5,4.2,293,5.21,0.63,0.53,5625,12.15,10.21
7,1978,6,Madhya Pradesh,Jabalpur,2495,52.25,5.33,4.43,2041,42.74,4.36,3.63,239,5.01,0.51,0.42,4775,10.2,8.48
7,1979,6,Madhya Pradesh,Jabalpur,839,54.34,2.08,1.83,618,40.03,1.53,1.35,87,5.63,0.22,0.19,1544,3.83,3.36
7,1980,6,Madhya Pradesh,Jabalpur,2079,53.8,4.68,3.9,1513,39.16,3.4,2.84,272,7.04,0.61,0.51,3864,8.69,7.25
7,1981,6,Madhya Pradesh,Jabalpur,2157,52.95,4.95,4.23,1692,41.53,3.88,3.32,225,5.52,0.52,0.44,4074,9.35,7.99
7,1982,6,Madhya Pradesh,Jabalpur,3085,53.3,6.95,5.92,2325,40.17,5.24,4.46,378,6.53,0.85,0.73,5788,13.04,11.11
7,1983,6,Madhya Pradesh,Jabalpur,4063,50.95,8.82,7.3,3439,43.12,7.46,6.18,473,5.93,1.03,0.85,7975,17.31,14.33
7,1984,6,Madhya Pradesh,Jabalpur,4620,55.36,10.17,8.66,3352,40.17,7.38,6.28,373,4.47,0.82,0.7,8345,18.37,15.64
7,1985,6,Madhya Pradesh,Jabalpur,6325,56.02,13.54,11.26,4459,39.5,9.54,7.94,506,4.48,1.08,0.9,11290,24.16,20.1
7,1986,6,Madhya Pradesh,Jabalpur,6971,69.63,16.27,14.36,2516,25.13,5.87,5.18,525,5.24,1.23,1.08,10012,23.37,20.62
7,1987,6,Madhya Pradesh,Jabalpur,5918,51.69,13.14,10.95,5028,43.92,11.16,9.3,502,4.39,1.11,0.93,11448,25.41,21.17
7,1988,6,Madhya Pradesh,Jabalpur,9248,52.28,21.21,18.2,7949,44.94,18.23,15.64,491,2.78,1.13,0.97,17688,40.56,34.81
7,1989,6,Madhya Pradesh,Jabalpur,10783,48.65,25.41,21.87,10599,47.82,24.97,21.5,783,3.53,1.84,1.59,22165,52.23,44.96
7,1990,6,Madhya Pradesh,Jabalpur,10358,57.27,22.73,18.8,7276,40.23,15.97,13.2,453,2.5,0.99,0.82,18087,39.69,32.82
7,1991,6,Madhya Pradesh,Jabalpur,11359,59.28,25.68,21.74,7318,38.19,16.54,14,486,2.54,1.1,0.93,19163,43.32,36.67
7,1992,6,Madhya Pradesh,Jabalpur,12955,63.6,28.25,23.08,7134,35.02,15.56,12.71,282,1.38,0.61,0.5,20371,44.42,36.3
7,1993,6,Madhya Pradesh,Jabalpur,13762,57.16,29.34,22.89,9922,41.21,21.15,16.51,393,1.63,0.84,0.65,24077,51.33,40.05
7,1994,6,Madhya Pradesh,Jabalpur,13484,57.13,28.29,22.37,9500,40.25,19.93,15.76,620,2.63,1.3,1.03,23604,49.51,39.16
7,1995,6,Madhya Pradesh,Jabalpur,13484,57.13,28.03,21.78,9500,40.25,19.75,15.35,620,2.63,1.29,1,23604,49.07,38.13
7,1996,6,Madhya Pradesh,Jabalpur,13484,57.13,28.04,21.4,9500,40.25,19.76,15.08,620,2.63,1.29,0.98,23604,49.09,37.47
7,1997,6,Madhya Pradesh,Jabalpur,15358,59.15,32.4,24.69,9839,37.89,20.75,15.82,768,2.96,1.62,1.23,25965,54.77,41.74
7,1998,6,Madhya Pradesh,Jabalpur,14541,52.62,30.31,22.92,12585,45.54,26.23,19.84,510,1.85,1.06,0.8,27636,57.6,43.56
7,1999,6,Madhya Pradesh,Jabalpur,14465,57.82,30.23,22.65,9812,39.22,20.5,15.36,740,2.96,1.55,1.16,25017,52.28,39.17
7,2000,6,Madhya Pradesh,Jabalpur,14636,66.04,32.17,24.7,7037,31.75,15.47,11.87,488,2.2,1.07,0.82,22161,48.7,37.4
7,2001,6,Madhya Pradesh,Jabalpur,16251,63.55,34.9,26.49,8304,32.47,17.84,13.53,1018,3.98,2.19,1.66,25573,54.93,41.68
7,2002,6,Madhya Pradesh,Jabalpur,17417,58.37,37.43,28.1,11514,38.59,24.75,18.58,907,3.04,1.95,1.46,29838,64.13,48.14
7,2003,6,Madhya Pradesh,Jabalpur,20217,56.32,42.79,31.68,13901,38.72,29.42,21.79,1781,4.96,3.77,2.79,35899,75.98,56.26
7,2004,6,Madhya Pradesh,Jabalpur,23274,60.47,49.21,36.39,13871,36.04,29.33,21.69,1342,3.49,2.84,2.1,38487,81.37,60.18
7,2005,6,Madhya Pradesh,Jabalpur,20639,61.21,43.82,33.06,12035,35.7,25.55,19.28,1042,3.09,2.21,1.67,33716,71.58,54.01
7,2006,6,Madhya Pradesh,Jabalpur,28205,61.44,60.46,45.66,16181,35.25,34.69,26.19,1521,3.31,3.26,2.46,45907,98.41,74.32
7,2007,6,Madhya Pradesh,Jabalpur,28086,60.05,63.66,48.48,16387,35.04,37.14,28.29,2298,4.91,5.21,3.97,46771,106,80.73
7,2008,6,Madhya Pradesh,Jabalpur,35173,59.06,74.9,54.88,19890,33.4,42.35,31.04,4493,7.54,9.57,7.01,59556,126.82,92.93
7,2009,6,Madhya Pradesh,Jabalpur,38809,57.37,85.14,65.66,24312,35.94,53.33,41.13,4531,6.7,9.94,7.67,67652,148.41,114.46
7,2010,6,Madhya Pradesh,Jabalpur,45176,58.39,95.95,70.32,27778,35.9,59,43.24,4417,5.71,9.38,6.88,77371,164.33,120.43
